@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,disgust,fear,happiness,sadness}

@DATA
0.173769,0.003996,3.025777,0.270063,0.254969,0.792378,0.009771,0.252729,-29.944719,2.398666,0.426048,0.245247,-0.209229,0.177064,-0.101281,-0.044637,-0.050858,-0.113961,-0.118176,-0.160724,-0.088598,0.029103,0.008585,0.051910,0.009273,0.023206,0.015030,0.030513,0.002859,0.006882,0.016169,0.018290,0.003450,0.023023,0.168478,0.007105,0.188594,0.124724,0.029571,0.521481,0.005700,0.241291,2.067856,0.769231,0.467867,0.350517,0.355651,0.323902,0.224657,0.235704,0.268140,0.221258,0.225269,0.223035,0.193732,0.029359,0.013963,0.050286,0.007443,0.019684,0.022728,0.024516,0.005579,0.009551,0.017473,0.014589,0.002835,0.011944,anger
0.209999,0.008885,2.912686,0.291132,0.244890,1.072966,0.012249,0.308875,-29.315594,1.847986,0.025929,0.089153,-0.101154,-0.071783,-0.211471,-0.131398,-0.284652,-0.032241,-0.066619,-0.015746,-0.090020,0.017908,0.005215,0.036365,0.022756,0.020164,0.014634,0.017285,0.002851,0.006208,0.014271,0.018190,0.003499,0.020043,0.202038,0.013384,0.244650,0.161309,0.039437,0.758748,0.010354,0.305903,2.048699,1.051017,0.686148,0.469298,0.292636,0.327474,0.375727,0.278250,0.291968,0.348318,0.354692,0.286400,0.212501,0.020163,0.010984,0.028873,0.029938,0.019351,0.026521,0.016071,0.004747,0.006714,0.016204,0.021297,0.002628,0.011523,anger
0.135717,0.007348,2.985028,0.236727,0.235532,0.851780,0.013133,0.212312,-31.498343,2.031227,0.327565,0.085738,-0.088227,-0.038063,-0.286249,0.117111,0.030876,0.033724,-0.229419,-0.171177,-0.058003,0.038389,0.006245,0.053617,0.012245,0.022335,0.009207,0.019657,0.002831,0.004853,0.013534,0.025983,0.004540,0.025315,0.100137,0.013776,0.203846,0.083581,0.025034,0.473138,0.005007,0.182825,1.894387,0.890261,0.504572,0.442032,0.322906,0.235988,0.264728,0.329341,0.318790,0.307686,0.186853,0.173078,0.180719,0.033285,0.008091,0.052062,0.011508,0.013894,0.008444,0.015327,0.006147,0.007202,0.009108,0.023321,0.005679,0.009735,anger
0.138000,0.010983,3.050520,0.236703,0.220690,1.081401,0.009256,0.221595,-28.620327,1.425279,-0.010887,-0.280862,-0.306665,-0.167725,-0.003843,0.386148,0.044368,0.007950,-0.288702,-0.053377,-0.045397,0.019541,0.013630,0.036971,0.015144,0.025825,0.008886,0.013203,0.003876,0.004880,0.011756,0.016690,0.007685,0.018752,0.071279,0.013764,0.184770,0.055424,0.021272,0.613006,0.003744,0.127263,2.704151,1.155683,0.597958,0.583150,0.360732,0.315964,0.360868,0.487626,0.428895,0.361015,0.311689,0.232923,0.203058,0.020933,0.017081,0.028891,0.015359,0.020739,0.010535,0.009371,0.007526,0.005264,0.014411,0.017788,0.013272,0.008302,anger
0.137502,0.008791,3.048912,0.238878,0.234935,0.961012,0.010376,0.220822,-30.361140,1.699594,0.220326,0.141160,-0.264254,0.036005,-0.191725,0.130676,-0.122635,0.034283,-0.263491,-0.048554,-0.084359,0.030176,0.006564,0.036875,0.017619,0.026230,0.014100,0.023109,0.002214,0.005000,0.011939,0.021050,0.006680,0.020978,0.078660,0.012972,0.145660,0.068717,0.029892,0.512552,0.005250,0.153963,1.800694,0.810114,0.462066,0.572856,0.321354,0.258929,0.296038,0.297847,0.248551,0.258620,0.259423,0.254536,0.205211,0.026731,0.006531,0.026623,0.018098,0.020584,0.016386,0.018414,0.004524,0.006188,0.012848,0.023470,0.006982,0.007672,anger
0.166804,0.004875,2.994867,0.252516,0.239432,0.938719,0.009507,0.253478,-30.297330,2.106507,0.309033,0.016228,-0.151737,-0.049861,-0.256933,-0.053474,-0.248045,0.022706,-0.053034,0.025068,-0.094606,0.023523,0.004477,0.037888,0.018119,0.026090,0.016532,0.026682,0.002649,0.011646,0.013103,0.017881,0.005494,0.021463,0.123034,0.006699,0.269120,0.098036,0.032321,0.547999,0.005611,0.210852,1.897497,0.712701,0.493548,0.582652,0.239297,0.255732,0.303938,0.252724,0.302965,0.192847,0.250480,0.250876,0.223390,0.022643,0.006208,0.022103,0.013628,0.018391,0.019957,0.019411,0.004116,0.023100,0.012282,0.018596,0.011317,0.008677,anger
0.129334,0.013364,2.993941,0.237760,0.228841,0.998575,0.011800,0.182813,-28.582901,1.238677,-0.344404,0.241093,-0.161024,-0.200596,-0.267553,-0.069767,-0.221914,0.124384,-0.007949,0.042749,-0.071891,0.019836,0.003408,0.028879,0.016176,0.015194,0.017097,0.024316,0.005508,0.006869,0.010405,0.013596,0.010984,0.019319,0.066344,0.017788,0.306345,0.062087,0.021670,0.627192,0.006039,0.129033,2.618497,1.388048,0.865816,0.607110,0.533220,0.437613,0.341593,0.356532,0.411018,0.390598,0.320828,0.336465,0.279580,0.023571,0.004541,0.022238,0.015354,0.015249,0.019726,0.024825,0.008506,0.008352,0.013893,0.019128,0.016148,0.011269,anger
0.110443,0.004139,3.022189,0.210524,0.225823,0.775818,0.012089,0.176391,-30.742113,2.158724,0.134153,0.278324,-0.120434,0.081050,-0.306685,-0.075583,-0.167696,0.063843,-0.064870,-0.073910,-0.132100,0.027452,0.002914,0.040471,0.017485,0.029533,0.018340,0.020221,0.003358,0.007753,0.020617,0.024121,0.004304,0.023640,0.080749,0.007694,0.216398,0.070260,0.026954,0.533745,0.005761,0.144923,2.362669,0.966862,0.670253,0.407210,0.286427,0.269758,0.292443,0.267801,0.277985,0.201806,0.238295,0.207360,0.174850,0.026139,0.003742,0.038775,0.015914,0.023322,0.030803,0.019217,0.007599,0.010540,0.022447,0.021533,0.005041,0.010977,anger
0.137776,0.021997,3.037845,0.242907,0.225204,0.909864,0.017020,0.208042,-26.826023,1.573830,-0.835466,-0.476700,0.199536,-0.080559,-0.290531,-0.394040,-0.344417,0.067947,0.209448,0.223868,-0.010959,0.010279,0.002229,0.018688,0.008235,0.010672,0.028539,0.018510,0.011672,0.017954,0.021943,0.006021,0.003424,0.022503,0.074290,0.019672,0.203565,0.067353,0.020907,0.552438,0.009755,0.155123,2.210163,0.844111,0.625697,0.630978,0.361773,0.400820,0.226048,0.256191,0.273338,0.331057,0.386148,0.294330,0.278143,0.014949,0.004024,0.023477,0.010269,0.011902,0.045700,0.021178,0.023177,0.019055,0.021568,0.006933,0.004968,0.014451,anger
0.147369,0.009535,2.988460,0.241702,0.237404,1.025515,0.009926,0.240456,-29.927170,1.808794,-0.317328,0.021773,-0.084836,-0.189900,-0.184138,0.194626,0.049521,-0.004811,-0.207126,-0.049524,-0.019922,0.027044,0.010538,0.036527,0.014891,0.025829,0.012267,0.021675,0.001816,0.005077,0.011574,0.016254,0.013490,0.020966,0.081554,0.014529,0.267196,0.068747,0.026866,0.619393,0.006005,0.187830,2.407015,0.960283,0.844949,0.452558,0.372830,0.357850,0.348528,0.402475,0.454421,0.358934,0.302669,0.286832,0.228984,0.026743,0.013451,0.028011,0.017472,0.021718,0.016933,0.019147,0.003203,0.005680,0.012590,0.012593,0.019572,0.008482,anger
0.084488,0.004867,3.030475,0.186157,0.226559,0.611082,0.009616,0.130139,-28.497440,2.672379,0.677816,0.304967,-0.226405,0.228139,-0.121097,0.016189,-0.196894,-0.081829,-0.143366,-0.040279,-0.103613,0.026012,0.004895,0.060536,0.026122,0.031583,0.019640,0.025074,0.004574,0.004916,0.017036,0.027375,0.002666,0.024060,0.053141,0.008425,0.169986,0.053666,0.021660,0.499347,0.004111,0.113896,2.306939,0.679183,0.465902,0.378163,0.368911,0.217429,0.217402,0.248065,0.204888,0.149672,0.157065,0.163657,0.136394,0.025577,0.005069,0.044659,0.018849,0.018397,0.014260,0.017952,0.010294,0.004479,0.012487,0.021762,0.002239,0.009406,disgust
0.067272,0.008309,2.977996,0.170296,0.224241,0.449917,0.010864,0.101542,-27.000558,2.942803,0.727246,0.250907,-0.198993,0.042560,-0.180541,0.095200,-0.248651,-0.001265,-0.225243,-0.087361,-0.117636,0.032752,0.004467,0.077971,0.019624,0.029693,0.016897,0.024123,0.001967,0.007503,0.021665,0.023796,0.003716,0.026716,0.026573,0.011635,0.173977,0.025954,0.018436,0.289014,0.003317,0.059338,1.782158,0.446534,0.555347,0.406940,0.290737,0.179271,0.190283,0.281987,0.178138,0.176399,0.169078,0.146238,0.144881,0.029720,0.004879,0.039918,0.013241,0.017251,0.014313,0.015912,0.003670,0.010152,0.017130,0.015049,0.003349,0.009465,disgust
0.094479,0.011978,3.049066,0.200869,0.231957,0.770758,0.010449,0.151306,-25.781245,2.436168,0.451386,0.384016,-0.079711,0.156760,-0.064052,0.045041,-0.120126,0.012531,-0.184331,-0.024155,-0.167668,0.027749,0.003726,0.050860,0.018124,0.035412,0.014509,0.033119,0.002674,0.005101,0.017886,0.022499,0.004681,0.022157,0.042044,0.010191,0.129970,0.040946,0.020600,0.377712,0.003932,0.087903,1.280385,0.506791,0.488742,0.256943,0.316479,0.249019,0.216559,0.174885,0.187462,0.181795,0.155272,0.143277,0.174311,0.023561,0.005084,0.036416,0.018493,0.024630,0.013031,0.021220,0.002837,0.003387,0.014973,0.011425,0.004429,0.007512,disgust
0.118753,0.005553,3.027806,0.213886,0.235375,0.717508,0.011933,0.194250,-28.255484,2.711689,0.656576,0.324852,-0.183295,0.157001,-0.117158,-0.026382,-0.160545,-0.062044,-0.149816,-0.054366,-0.130195,0.030802,0.003255,0.057451,0.020868,0.027098,0.012940,0.025751,0.002330,0.007728,0.020365,0.024338,0.002526,0.023844,0.114249,0.006392,0.167131,0.096564,0.031991,0.621649,0.006769,0.209389,1.820923,0.688455,0.592453,0.394761,0.278041,0.276152,0.244364,0.246097,0.217790,0.208010,0.168641,0.213664,0.150378,0.025027,0.004376,0.043252,0.022253,0.021183,0.013755,0.021876,0.003482,0.008284,0.016419,0.015530,0.002331,0.009523,disgust
0.066052,0.006119,3.065147,0.169246,0.218001,0.511070,0.011148,0.091655,-28.010492,2.858265,0.262181,0.290136,0.019433,0.072705,-0.036647,0.035674,-0.279210,-0.045230,-0.123838,-0.058242,-0.106528,0.032736,0.004652,0.067746,0.024479,0.023781,0.015078,0.027576,0.009102,0.007259,0.015463,0.020592,0.002808,0.026345,0.027962,0.009242,0.126116,0.031628,0.023074,0.347160,0.004950,0.056065,2.058246,0.580008,0.573571,0.437127,0.396235,0.319648,0.256696,0.242055,0.203054,0.268784,0.160947,0.197633,0.173194,0.036179,0.005277,0.047337,0.018245,0.015518,0.014282,0.014609,0.016167,0.011487,0.012247,0.017803,0.003810,0.009551,disgust
0.083792,0.011278,3.038673,0.182104,0.225918,0.502554,0.014602,0.124958,-27.316854,2.953821,0.420315,0.409890,-0.202300,0.094203,-0.136660,-0.026511,-0.149159,-0.014070,-0.102257,0.043735,-0.067644,0.021063,0.004112,0.100838,0.012249,0.024249,0.009933,0.026216,0.005836,0.009584,0.017753,0.021653,0.002526,0.030958,0.053270,0.017303,0.113751,0.056962,0.030603,0.349266,0.003464,0.111598,1.846378,0.355662,0.556612,0.277232,0.357289,0.162424,0.181776,0.183016,0.178198,0.172243,0.134001,0.129742,0.122564,0.023571,0.005615,0.020632,0.009105,0.012281,0.006564,0.010350,0.011326,0.006120,0.012674,0.011949,0.001125,0.006017,disgust
0.072959,0.011335,3.038475,0.170959,0.214542,0.467600,0.011555,0.097009,-27.662518,3.001499,0.347129,0.046283,-0.116261,0.005823,-0.083558,0.010663,-0.125861,-0.076896,-0.118307,-0.022000,-0.100382,0.024714,0.007293,0.064443,0.023891,0.024441,0.016318,0.027451,0.004445,0.012931,0.014176,0.022656,0.005147,0.025160,0.050245,0.011858,0.145667,0.062829,0.029145,0.521806,0.005152,0.115573,1.942864,0.821169,0.592467,0.677203,0.424480,0.257319,0.239900,0.253366,0.174571,0.201610,0.208121,0.167476,0.140350,0.024927,0.011160,0.046033,0.022756,0.018170,0.015428,0.020438,0.007931,0.022389,0.010110,0.015349,0.008011,0.009230,disgust
0.111735,0.007359,3.058783,0.202627,0.226032,0.735454,0.010227,0.208482,-27.897906,2.875976,0.411588,0.003632,-0.228551,0.031163,-0.118526,-0.008400,-0.135534,0.006239,-0.105734,-0.043366,-0.132837,0.035092,0.005985,0.048765,0.024666,0.021866,0.016967,0.020319,0.006924,0.008105,0.016096,0.019164,0.005493,0.022182,0.076815,0.010979,0.163667,0.077716,0.036300,0.614512,0.005732,0.174365,1.590053,0.800747,0.621456,0.464268,0.397495,0.288245,0.215546,0.219737,0.190142,0.211757,0.161436,0.171715,0.172647,0.030631,0.005937,0.037974,0.025017,0.017771,0.016666,0.012519,0.009841,0.010010,0.012477,0.012494,0.007099,0.008640,disgust
0.096621,0.011141,3.028000,0.193555,0.220983,0.660943,0.010404,0.163250,-27.764071,2.599542,0.428788,0.411527,-0.403677,0.322112,-0.124667,-0.043668,-0.119963,-0.050021,-0.136373,0.001823,-0.064934,0.030752,0.005487,0.061545,0.015447,0.025424,0.019322,0.031066,0.003460,0.006291,0.013496,0.021132,0.003188,0.024939,0.066981,0.015359,0.147112,0.058066,0.034403,0.439524,0.005674,0.130588,2.145425,0.583080,0.617247,0.349311,0.301070,0.252170,0.266801,0.279099,0.195015,0.233452,0.153805,0.131959,0.143893,0.029532,0.007226,0.045026,0.014273,0.012262,0.021904,0.019736,0.006785,0.005422,0.011041,0.018423,0.003105,0.009113,disgust
0.168600,0.008462,3.037470,0.259754,0.246713,0.835244,0.008605,0.254806,-28.415011,2.668930,0.602281,0.300711,-0.154874,0.042568,-0.042836,-0.001846,-0.104608,-0.062808,-0.175836,-0.000740,-0.051748,0.023135,0.004462,0.057605,0.020175,0.018256,0.014950,0.025296,0.001485,0.005346,0.016329,0.029044,0.002630,0.020758,0.126711,0.014438,0.153180,0.104161,0.022891,0.572701,0.004206,0.212775,1.931424,0.547644,0.339549,0.369342,0.325423,0.272277,0.180761,0.190727,0.209473,0.137213,0.172188,0.145940,0.138707,0.027084,0.005005,0.032706,0.018045,0.011872,0.013463,0.015006,0.002997,0.004490,0.014579,0.009803,0.001742,0.008155,disgust
0.118042,0.004392,2.994718,0.217552,0.232164,0.734903,0.009533,0.197272,-28.486382,2.713622,0.451207,0.310370,-0.153943,0.025723,-0.076768,0.032628,-0.177573,-0.044554,-0.175383,-0.075012,-0.149246,0.025646,0.006986,0.063024,0.019855,0.023171,0.014553,0.025943,0.003261,0.005655,0.016650,0.022373,0.002761,0.022648,0.107027,0.006140,0.201555,0.098877,0.034226,0.525855,0.004194,0.203905,1.819888,0.579752,0.600949,0.257007,0.391342,0.247822,0.196423,0.217635,0.229893,0.215778,0.177215,0.158920,0.166643,0.026047,0.008071,0.043773,0.018145,0.013515,0.014522,0.019471,0.006477,0.006419,0.014398,0.016299,0.002922,0.009726,disgust
0.122862,0.004146,3.050993,0.223459,0.237617,0.831834,0.009451,0.202250,-28.100464,2.458890,0.478875,0.285798,-0.148061,0.199327,-0.257448,-0.061462,-0.237160,-0.033104,-0.115544,-0.079617,-0.124008,0.030204,0.003891,0.045436,0.019053,0.025036,0.017031,0.023439,0.003140,0.005967,0.018743,0.025161,0.003424,0.021351,0.074673,0.005874,0.161973,0.064933,0.024981,0.529285,0.005110,0.148797,1.756966,0.740219,0.462744,0.408444,0.242229,0.239088,0.284756,0.185905,0.235570,0.225745,0.271225,0.213030,0.186396,0.028666,0.006101,0.037276,0.020065,0.021500,0.019416,0.018211,0.004793,0.006564,0.014585,0.020056,0.002997,0.008457,disgust
0.066229,0.010957,3.033054,0.174612,0.224284,0.446852,0.011641,0.091903,-27.457670,2.803939,0.521464,0.419470,-0.197851,0.180323,-0.215009,-0.066954,-0.177956,-0.083174,-0.208638,-0.129036,-0.185128,0.041483,0.010339,0.059639,0.019861,0.029396,0.014701,0.022836,0.000792,0.006396,0.014068,0.035117,0.003342,0.031198,0.028297,0.015690,0.204186,0.031443,0.017160,0.340620,0.005578,0.075502,1.638320,0.600669,0.468596,0.430012,0.396154,0.284074,0.170954,0.267069,0.206433,0.199137,0.189566,0.268343,0.289622,0.038132,0.022203,0.040020,0.023721,0.021995,0.021320,0.018852,0.001341,0.011354,0.012763,0.031823,0.003766,0.011033,disgust
0.127922,0.005385,3.005551,0.229048,0.237461,0.953785,0.008628,0.210000,-27.661372,2.256420,0.303173,0.216740,-0.215810,0.286565,-0.121142,0.008589,-0.224682,-0.148592,-0.134510,-0.046614,-0.083497,0.026768,0.004319,0.047305,0.019699,0.028212,0.013193,0.024928,0.003519,0.005805,0.013873,0.022206,0.005553,0.020204,0.086593,0.008093,0.243106,0.073867,0.025219,0.644927,0.003639,0.167502,1.720824,0.853412,0.506803,0.398154,0.305642,0.283504,0.259375,0.338649,0.285435,0.250005,0.189159,0.161313,0.212863,0.020142,0.005552,0.032548,0.018561,0.022415,0.012161,0.018813,0.007197,0.006618,0.011949,0.018297,0.005466,0.007298,disgust
0.125188,0.007182,3.019533,0.227417,0.242545,0.730317,0.010076,0.192500,-27.224858,2.622763,0.499567,0.301678,-0.153069,0.213887,-0.163274,-0.063446,-0.231611,-0.103453,-0.028333,-0.036725,-0.075224,0.035601,0.002331,0.039411,0.015993,0.025163,0.016578,0.035495,0.003892,0.006178,0.016653,0.028698,0.003924,0.022946,0.113938,0.010420,0.144779,0.102373,0.033419,0.555222,0.004642,0.208404,1.460849,0.711684,0.523566,0.448668,0.327902,0.286794,0.252978,0.250829,0.221892,0.194744,0.176095,0.202268,0.185305,0.034023,0.002398,0.029460,0.014955,0.019918,0.022149,0.025083,0.008670,0.006817,0.012696,0.031715,0.004470,0.008635,disgust
0.066849,0.007373,3.010161,0.176482,0.229331,0.431796,0.011555,0.085562,-29.277662,2.814882,0.249112,0.251924,-0.142376,0.128931,-0.164525,-0.207626,-0.329267,-0.180292,-0.211434,-0.113999,0.018847,0.035922,0.001899,0.061611,0.040620,0.031472,0.019707,0.025539,0.010075,0.008507,0.011987,0.013139,0.004385,0.031935,0.028592,0.015162,0.202692,0.030953,0.015353,0.335728,0.005392,0.054135,1.512720,0.606818,0.481108,0.381433,0.259891,0.315449,0.211449,0.280645,0.216027,0.170398,0.200587,0.273742,0.201756,0.016439,0.002016,0.022383,0.037253,0.022523,0.026244,0.019753,0.018598,0.011651,0.010035,0.011993,0.006496,0.008407,disgust
0.119165,0.007661,3.062237,0.214716,0.235869,0.704379,0.011364,0.190656,-28.433098,2.545231,0.377609,0.442338,-0.125430,0.103142,-0.074537,-0.055619,-0.113200,-0.081100,-0.128912,-0.043660,-0.088133,0.032984,0.002280,0.063125,0.020839,0.029397,0.008269,0.023509,0.001223,0.005928,0.013690,0.024143,0.005001,0.025409,0.098159,0.010812,0.128277,0.092655,0.032471,0.566691,0.005093,0.191242,1.297180,0.794670,0.482549,0.271137,0.275111,0.234277,0.229560,0.234722,0.229487,0.235259,0.204376,0.206492,0.189840,0.035670,0.002458,0.027360,0.018327,0.021664,0.009560,0.018409,0.001805,0.008204,0.008595,0.017689,0.006899,0.009096,disgust
0.111222,0.009235,3.090167,0.213618,0.238164,0.729285,0.013582,0.181865,-28.394257,2.654894,0.194854,0.165995,-0.035792,0.081822,-0.088723,-0.044466,-0.193264,-0.052808,-0.157371,-0.147734,-0.155229,0.036642,0.008922,0.039449,0.020294,0.023754,0.013973,0.031486,0.004456,0.006524,0.013169,0.021925,0.006948,0.024134,0.081711,0.014148,0.142612,0.073013,0.028115,0.580048,0.011155,0.183256,1.564699,0.667718,0.630819,0.601046,0.357840,0.268748,0.226702,0.210869,0.239769,0.268507,0.219502,0.306724,0.313549,0.038066,0.016129,0.030029,0.021062,0.017820,0.016242,0.026542,0.008201,0.006792,0.014289,0.019007,0.010487,0.010324,disgust
0.094900,0.011104,3.024293,0.203330,0.239389,0.587450,0.012616,0.147406,-28.126538,2.881691,0.293415,0.115102,-0.091910,0.081531,-0.153909,-0.033587,-0.163056,-0.108418,-0.123322,-0.111064,-0.090872,0.026183,0.003382,0.056864,0.029341,0.024589,0.010566,0.023505,0.005240,0.007257,0.019570,0.024175,0.004441,0.024255,0.062151,0.019460,0.189598,0.053479,0.024047,0.406616,0.006212,0.127621,1.628718,0.509627,0.673486,0.437506,0.347422,0.287112,0.232383,0.255246,0.182773,0.234020,0.288274,0.206175,0.131073,0.025791,0.003841,0.043541,0.029689,0.017958,0.008749,0.014201,0.012623,0.008455,0.015736,0.020212,0.005014,0.010784,disgust
0.134538,0.007990,3.099472,0.236447,0.245998,0.804770,0.009495,0.211906,-26.719425,2.564105,0.427903,0.414861,-0.085889,0.261079,-0.277850,-0.098120,-0.154869,-0.083662,-0.077841,-0.104362,-0.188243,0.031744,0.003381,0.042066,0.016787,0.028928,0.009369,0.029094,0.003088,0.004994,0.018157,0.037504,0.003684,0.024179,0.136416,0.010432,0.120827,0.115743,0.044778,0.597177,0.004804,0.239806,1.649420,0.683399,0.556786,0.376811,0.306306,0.278850,0.204542,0.188400,0.206002,0.166910,0.209806,0.187747,0.187157,0.026483,0.004544,0.031606,0.016556,0.022628,0.012624,0.023974,0.006468,0.005589,0.015091,0.034504,0.004299,0.009792,disgust
0.232325,0.005743,3.045022,0.310398,0.261176,0.997337,0.010323,0.338972,-28.927979,2.209116,0.472102,0.188882,-0.130082,0.132801,-0.120174,0.000265,-0.114074,-0.136508,-0.172388,-0.186285,-0.087612,0.038747,0.005879,0.031476,0.014892,0.020364,0.010285,0.017062,0.001007,0.002601,0.014348,0.028637,0.003336,0.020579,0.209700,0.009673,0.215083,0.154425,0.033867,0.752170,0.007899,0.289741,2.177998,1.048851,0.434307,0.340955,0.486269,0.333815,0.272127,0.232025,0.285933,0.260163,0.235277,0.218754,0.194910,0.041834,0.010381,0.025510,0.019999,0.016868,0.014782,0.012737,0.001802,0.002975,0.014805,0.034733,0.003590,0.012110,disgust
0.200321,0.006221,3.025946,0.286943,0.242343,1.147466,0.008858,0.316063,-30.050882,1.696085,0.221928,0.194810,-0.123805,0.176859,-0.176060,-0.109883,-0.164761,-0.094375,-0.035660,-0.140058,-0.031199,0.018974,0.002697,0.037592,0.015722,0.022307,0.007506,0.021828,0.003124,0.003971,0.013913,0.020489,0.004866,0.017442,0.145497,0.011533,0.218556,0.109409,0.028002,0.559905,0.005359,0.222723,1.916527,0.816762,0.634093,0.494344,0.300809,0.498357,0.267780,0.207570,0.226324,0.280460,0.350871,0.257365,0.240476,0.023084,0.002367,0.029227,0.015844,0.018914,0.007437,0.021310,0.005849,0.004382,0.013346,0.017068,0.007760,0.008217,disgust
0.079005,0.007930,3.022618,0.187200,0.235230,0.512777,0.009064,0.127438,-26.367742,2.890356,0.602464,0.398753,0.013225,0.244909,-0.170240,0.086294,-0.183254,-0.029199,-0.140874,-0.107463,-0.121912,0.035109,0.002861,0.071878,0.016321,0.028360,0.013982,0.032308,0.001970,0.004366,0.018932,0.028492,0.003460,0.026141,0.046428,0.007026,0.096031,0.055272,0.025816,0.382315,0.003455,0.135439,0.922296,0.451984,0.282135,0.384364,0.187263,0.261904,0.190030,0.171386,0.200133,0.178434,0.166005,0.138085,0.150017,0.026250,0.003211,0.039815,0.012779,0.020346,0.012964,0.020394,0.003318,0.004618,0.014744,0.014228,0.003670,0.007916,disgust
0.083281,0.015108,3.073571,0.181303,0.221166,0.577892,0.010587,0.120188,-26.266746,2.630380,0.411174,0.237046,-0.203844,0.192436,-0.246122,0.062293,-0.247767,0.064865,-0.255684,-0.009146,-0.074969,0.026100,0.004884,0.057944,0.023986,0.030275,0.012608,0.023171,0.001095,0.008387,0.016884,0.024526,0.004174,0.025774,0.048759,0.018111,0.166237,0.038637,0.020983,0.417942,0.004668,0.101144,1.678546,0.593036,0.460022,0.402276,0.219936,0.258059,0.252374,0.257578,0.187299,0.176730,0.188106,0.230619,0.186245,0.025413,0.009864,0.041248,0.024723,0.022229,0.013969,0.015313,0.001365,0.007840,0.017854,0.019275,0.005001,0.009447,disgust
0.085138,0.007887,3.065765,0.190150,0.230615,0.632940,0.009109,0.124937,-26.858010,2.589191,0.420258,0.399714,-0.047918,0.297760,-0.272216,0.011241,-0.204194,0.032014,-0.196501,-0.078530,-0.212627,0.038418,0.003002,0.059322,0.016400,0.025648,0.009418,0.026056,0.002894,0.008926,0.019779,0.023930,0.005198,0.024309,0.048517,0.007928,0.136942,0.053926,0.026608,0.435305,0.003999,0.129265,1.057172,0.580471,0.469041,0.393870,0.234669,0.222996,0.231300,0.240111,0.172756,0.161097,0.201468,0.187042,0.173891,0.030988,0.004425,0.038020,0.014636,0.018224,0.010063,0.018261,0.006187,0.010811,0.015869,0.015121,0.006287,0.006979,disgust
