@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,disgust,fear,happiness,sadness}

@DATA
0.084646,0.006593,2.989843,0.194316,0.224772,0.658245,0.010815,0.139154,-29.574213,2.418114,0.513477,0.124082,-0.423419,0.216929,-0.273118,0.099970,-0.200437,0.003168,-0.117824,-0.046149,-0.196563,0.019944,0.005259,0.063927,0.020080,0.018707,0.011671,0.022061,0.003983,0.005794,0.026387,0.023920,0.005773,0.024816,0.056167,0.010414,0.256880,0.051294,0.021295,0.541368,0.004696,0.141016,3.504243,0.716866,0.571604,0.585102,0.467047,0.350681,0.283262,0.323780,0.268116,0.228136,0.157915,0.180764,0.208225,0.013971,0.007804,0.056385,0.018605,0.018453,0.012158,0.012906,0.007124,0.004731,0.023144,0.019591,0.006251,0.012337,happiness
0.070213,0.012425,3.019017,0.175384,0.217201,0.485298,0.011315,0.101000,-28.365961,2.789858,0.501332,-0.035766,-0.209062,-0.072784,-0.196768,0.067786,-0.238315,0.109454,-0.096904,0.125678,-0.056224,0.020755,0.002724,0.052146,0.025707,0.018727,0.013062,0.030908,0.005012,0.013533,0.022016,0.017948,0.003539,0.024829,0.045089,0.015785,0.179461,0.046818,0.023023,0.384530,0.005600,0.100069,3.406803,0.635066,0.708816,0.624053,0.493382,0.300033,0.319108,0.244284,0.209732,0.277720,0.148805,0.279465,0.223740,0.026471,0.003193,0.053372,0.032571,0.015645,0.011959,0.024187,0.009915,0.015609,0.019061,0.012105,0.003402,0.010423,happiness
0.079655,0.005920,3.046004,0.174342,0.215619,0.588734,0.010271,0.119222,-29.346722,2.621350,0.199192,0.278814,-0.373288,0.257372,-0.080730,-0.026854,-0.224251,-0.081981,-0.220170,-0.070971,-0.126657,0.028221,0.007221,0.067893,0.017018,0.030056,0.016140,0.021746,0.006244,0.005398,0.019001,0.020038,0.004738,0.025887,0.036209,0.009829,0.147871,0.031869,0.019724,0.405802,0.004064,0.080218,2.864770,0.770767,0.632331,0.323883,0.411705,0.272853,0.154637,0.262411,0.158073,0.189370,0.190958,0.231832,0.193081,0.032094,0.013180,0.039899,0.014079,0.022142,0.015942,0.015194,0.012182,0.005019,0.020610,0.014604,0.005172,0.008050,happiness
0.106571,0.004853,3.017226,0.198310,0.230306,0.692251,0.009915,0.165875,-29.987630,2.654077,0.483386,0.239078,-0.200398,0.168608,-0.130920,-0.028331,-0.265472,-0.136014,-0.208235,-0.104840,-0.167729,0.022525,0.004061,0.071803,0.032751,0.030343,0.011754,0.021849,0.006132,0.005383,0.014239,0.019212,0.002874,0.026191,0.070200,0.008688,0.154049,0.060088,0.027199,0.435235,0.004945,0.146344,2.628539,0.502965,0.663725,0.470269,0.305363,0.259473,0.208739,0.250566,0.266728,0.193596,0.270181,0.218129,0.162441,0.022886,0.004316,0.032344,0.025850,0.015143,0.011779,0.017432,0.012620,0.005366,0.012141,0.016123,0.003382,0.008177,happiness
0.068732,0.008377,3.051186,0.178003,0.220780,0.558572,0.009450,0.101583,-29.255553,2.573100,0.159047,0.266664,-0.104767,0.026653,-0.146521,-0.044159,-0.311988,-0.069121,-0.126692,-0.040500,-0.173221,0.021529,0.004830,0.074282,0.028524,0.018123,0.016285,0.024655,0.008183,0.004359,0.019441,0.022602,0.006470,0.026945,0.030054,0.011809,0.292616,0.031696,0.018365,0.356118,0.003756,0.070082,2.283482,0.532498,0.803035,0.359090,0.357234,0.249852,0.200763,0.258784,0.134703,0.180375,0.193753,0.146276,0.178873,0.018371,0.007288,0.049339,0.024184,0.013951,0.009559,0.015281,0.015730,0.003796,0.015855,0.013232,0.007982,0.010623,happiness
0.106149,0.007883,3.040772,0.197939,0.222166,0.711191,0.009875,0.151066,-28.073094,2.564225,0.266616,0.254483,-0.232285,0.049408,-0.056731,-0.020450,-0.307041,0.073125,-0.198562,-0.057729,-0.125206,0.028354,0.002720,0.056365,0.021531,0.023562,0.018627,0.024389,0.007855,0.008231,0.017818,0.020608,0.003745,0.025125,0.088631,0.011640,0.155514,0.079267,0.037900,0.608793,0.005090,0.176263,3.345488,0.607722,0.905847,0.456292,0.506167,0.221465,0.265159,0.208959,0.337332,0.345568,0.203501,0.193026,0.228947,0.031842,0.003767,0.052903,0.018143,0.020100,0.020906,0.018799,0.015090,0.010642,0.016516,0.018343,0.004440,0.011410,happiness
0.076769,0.011684,3.038235,0.183281,0.222523,0.561746,0.011026,0.106393,-28.968333,2.753937,0.231545,0.078599,-0.208569,0.017652,-0.186033,0.095260,-0.210468,-0.049453,-0.111464,-0.023429,-0.149657,0.029117,0.009742,0.050225,0.017914,0.025906,0.019747,0.026609,0.010087,0.006451,0.017797,0.031705,0.004361,0.027243,0.039338,0.015004,0.186069,0.043065,0.027477,0.356034,0.005739,0.070292,2.617299,0.534347,0.820649,0.502750,0.401205,0.288019,0.247247,0.225955,0.265274,0.176530,0.203342,0.195409,0.205669,0.027112,0.012634,0.048916,0.017977,0.024396,0.025222,0.013701,0.021724,0.006417,0.013721,0.025442,0.004701,0.010329,happiness
0.091635,0.005755,3.040232,0.192710,0.232262,0.566141,0.009273,0.140542,-29.792936,2.907518,0.461381,0.142705,-0.180669,-0.010848,-0.088037,-0.052536,-0.112626,-0.053559,-0.149487,-0.086824,-0.152322,0.034063,0.006058,0.064775,0.026237,0.027317,0.018832,0.021253,0.001733,0.003886,0.018667,0.024645,0.005630,0.025980,0.066531,0.009786,0.141057,0.059319,0.027304,0.509617,0.004120,0.149310,2.564422,0.640647,0.468903,0.489106,0.461670,0.191953,0.214337,0.171514,0.237095,0.166682,0.207724,0.219988,0.163319,0.026631,0.008017,0.036233,0.016721,0.022318,0.023545,0.016166,0.002423,0.003124,0.016164,0.017282,0.007878,0.008280,happiness
0.096899,0.006090,3.006058,0.190815,0.221079,0.633109,0.010435,0.137597,-29.772640,2.569602,0.471582,0.307601,-0.325280,0.331495,-0.294782,0.051908,-0.252799,-0.020479,-0.178597,-0.035237,-0.093042,0.030262,0.003593,0.045024,0.022856,0.029323,0.016421,0.026780,0.009282,0.008159,0.024819,0.023389,0.003060,0.022370,0.058551,0.014258,0.240629,0.050598,0.029426,0.380955,0.005429,0.118262,2.562754,0.554246,0.718883,0.390578,0.327056,0.281337,0.275072,0.272629,0.118522,0.210679,0.162875,0.180140,0.154442,0.023922,0.003200,0.029720,0.021402,0.020816,0.015893,0.020368,0.021976,0.009843,0.020214,0.015509,0.002915,0.007876,happiness
0.116368,0.005852,3.020476,0.220992,0.244190,0.657501,0.008652,0.182778,-30.445886,2.573991,0.626740,0.375919,-0.321513,0.046605,-0.094292,0.005652,-0.170345,-0.078505,-0.244034,-0.135901,-0.242003,0.049944,0.004502,0.060389,0.019091,0.026148,0.013169,0.023680,0.001334,0.004135,0.013762,0.026783,0.003522,0.027587,0.119284,0.011019,0.202458,0.092080,0.027026,0.524880,0.003894,0.203440,2.793041,0.581755,0.541801,0.454988,0.305004,0.307542,0.187147,0.175846,0.223872,0.208552,0.255221,0.188647,0.174610,0.030547,0.005011,0.041048,0.018210,0.023842,0.014206,0.011910,0.002745,0.004476,0.012494,0.013930,0.004057,0.009575,happiness
0.110284,0.008180,2.996170,0.207731,0.229841,0.626831,0.011336,0.165708,-29.829855,2.685192,0.345273,0.259890,-0.153027,0.023648,-0.086437,0.038968,-0.202285,-0.072354,-0.128511,-0.063781,-0.211817,0.031377,0.006096,0.057165,0.018343,0.022961,0.014561,0.028831,0.005953,0.005630,0.019282,0.024336,0.004390,0.025601,0.108095,0.011174,0.220782,0.096591,0.038500,0.462523,0.005102,0.193600,2.462076,0.516956,0.521993,0.420281,0.424442,0.305135,0.213068,0.240292,0.218272,0.207237,0.141175,0.143724,0.242860,0.030801,0.008897,0.048849,0.018318,0.015446,0.020739,0.021830,0.010268,0.005521,0.016113,0.022666,0.006429,0.010304,happiness
0.090864,0.003921,2.982106,0.195391,0.234390,0.592351,0.011532,0.122542,-29.945696,2.545425,0.573190,0.342413,-0.148513,0.043625,-0.324303,-0.179609,-0.165465,0.056681,-0.096482,-0.099952,-0.062693,0.038846,0.002293,0.053661,0.019811,0.025459,0.019572,0.027303,0.002436,0.005246,0.026235,0.025356,0.005798,0.026825,0.058997,0.008177,0.193729,0.052480,0.019003,0.478211,0.005150,0.119540,2.267917,0.736601,0.403378,0.430273,0.321767,0.311671,0.235543,0.255006,0.237267,0.249847,0.253788,0.231013,0.143672,0.042366,0.002594,0.040593,0.021320,0.021599,0.019822,0.015631,0.004564,0.003872,0.023452,0.015836,0.008997,0.009097,happiness
0.071951,0.006077,3.051153,0.180454,0.224198,0.510562,0.010668,0.099444,-29.301045,2.636167,0.534902,0.361375,-0.216021,0.192856,-0.220933,-0.024558,-0.281420,-0.137558,-0.275152,-0.176680,-0.155051,0.031816,0.005902,0.063443,0.030790,0.034341,0.011247,0.022636,0.000913,0.005577,0.021922,0.022374,0.002506,0.026884,0.030697,0.009971,0.203268,0.029934,0.016093,0.358911,0.005182,0.071343,2.430541,0.618988,0.497676,0.472083,0.340252,0.222882,0.201973,0.247995,0.255418,0.248194,0.281138,0.227359,0.231294,0.028616,0.010340,0.042080,0.029874,0.025454,0.013289,0.016697,0.001807,0.008783,0.017725,0.016440,0.002041,0.008056,happiness
0.091128,0.011748,2.970940,0.204406,0.235773,0.677235,0.009810,0.145667,-27.520937,2.422654,0.406153,0.369673,-0.242731,0.124477,-0.320357,-0.156374,-0.200961,-0.120375,-0.158233,-0.022742,-0.046706,0.036370,0.002689,0.041799,0.014283,0.031124,0.021476,0.030573,0.002867,0.008221,0.018668,0.023533,0.005409,0.024673,0.036649,0.018929,0.195355,0.043444,0.028566,0.406487,0.005336,0.106947,1.984753,0.698075,0.514656,0.398119,0.301681,0.318103,0.279003,0.249340,0.317605,0.235574,0.285572,0.228167,0.231150,0.032907,0.003052,0.032189,0.012485,0.023530,0.021646,0.020798,0.005982,0.010582,0.020698,0.018601,0.008050,0.007021,happiness
0.132009,0.008774,3.041076,0.232376,0.242162,0.714787,0.009896,0.202854,-27.888576,2.649425,0.296116,0.149860,-0.212850,0.064657,-0.076794,-0.044395,-0.259892,-0.153025,-0.119560,-0.013221,-0.032960,0.024583,0.003227,0.037379,0.019448,0.034799,0.014168,0.034829,0.004392,0.007085,0.017265,0.027339,0.003414,0.021831,0.128327,0.011578,0.158153,0.109930,0.031749,0.531093,0.004047,0.207338,1.914241,0.771925,0.511396,0.565066,0.226666,0.254011,0.316111,0.246855,0.214004,0.198666,0.265622,0.175957,0.175670,0.020956,0.003597,0.035883,0.020476,0.031431,0.016681,0.023325,0.006974,0.008557,0.016735,0.017152,0.002643,0.009115,happiness
0.081284,0.017058,3.048025,0.191956,0.234488,0.589316,0.013581,0.110576,-26.677261,2.664562,0.120487,0.391117,-0.196908,0.029893,-0.061649,-0.046118,-0.227341,-0.166469,-0.204337,-0.182390,-0.158480,0.036611,0.005781,0.060306,0.026624,0.029159,0.017779,0.020034,0.002255,0.003674,0.013711,0.023899,0.004026,0.027448,0.043932,0.021160,0.180010,0.049306,0.029636,0.483625,0.011757,0.102348,1.718372,0.728043,0.557688,0.549526,0.398733,0.297986,0.276788,0.304600,0.264057,0.345607,0.302344,0.229559,0.207900,0.036658,0.011552,0.047954,0.029923,0.026520,0.025458,0.014838,0.003282,0.003856,0.012184,0.021304,0.004493,0.013684,happiness
0.089422,0.008890,3.008037,0.195582,0.230218,0.626005,0.010430,0.136634,-27.887805,2.587292,0.217509,0.295869,-0.316405,0.184775,-0.216696,-0.139439,-0.164547,-0.118598,-0.152103,-0.058306,-0.171203,0.033510,0.004332,0.052264,0.016737,0.033000,0.024424,0.031237,0.003478,0.005948,0.012394,0.022053,0.005402,0.025574,0.061479,0.010303,0.164049,0.051817,0.028185,0.413591,0.005920,0.125030,1.961575,0.633029,0.559249,0.344251,0.402651,0.307836,0.318117,0.279339,0.228808,0.245808,0.226666,0.256892,0.229423,0.025931,0.005085,0.045064,0.014193,0.023865,0.031241,0.023541,0.007605,0.005016,0.013531,0.014654,0.005107,0.010022,happiness
0.086206,0.014669,3.025065,0.197477,0.234319,0.557686,0.011627,0.131763,-28.067230,2.812641,0.133694,0.062815,-0.161494,-0.069335,-0.186311,-0.105141,-0.319851,-0.056844,-0.129683,0.044059,-0.065756,0.026722,0.004733,0.051736,0.020150,0.031348,0.023824,0.029458,0.004256,0.010204,0.011424,0.021606,0.002770,0.026099,0.058750,0.020357,0.218759,0.062260,0.031868,0.420333,0.006279,0.152493,1.875633,0.640482,0.729289,0.524289,0.321277,0.295130,0.287820,0.245858,0.359725,0.277058,0.336516,0.296406,0.187793,0.025206,0.006488,0.050324,0.019891,0.023475,0.029563,0.021160,0.009006,0.012388,0.010398,0.020171,0.002308,0.009837,happiness
0.105382,0.007563,2.982617,0.217957,0.241898,0.759844,0.010635,0.182458,-28.853406,2.621940,0.150675,0.152216,-0.076066,-0.059200,-0.194107,-0.093524,-0.180444,-0.161132,0.003738,0.014382,-0.038430,0.024006,0.002295,0.041038,0.016150,0.027835,0.013106,0.033326,0.003478,0.007376,0.020686,0.023335,0.003838,0.020882,0.065593,0.010581,0.250318,0.075695,0.033116,0.495843,0.003938,0.173696,2.279941,0.673744,0.636732,0.429218,0.402800,0.326023,0.253266,0.202041,0.277425,0.274696,0.227028,0.206493,0.194084,0.024564,0.002269,0.028995,0.015904,0.019140,0.014002,0.024546,0.005625,0.008005,0.016685,0.021286,0.003412,0.006489,happiness
0.129380,0.005127,3.049980,0.246981,0.244560,0.906010,0.010274,0.245771,-29.855878,2.029646,0.233708,0.064239,-0.286260,0.065650,-0.414305,-0.156189,-0.291603,0.012649,-0.007297,0.068014,-0.111360,0.017464,0.003715,0.036367,0.016847,0.027862,0.027147,0.023845,0.001468,0.006328,0.021589,0.023849,0.003982,0.023540,0.066844,0.007770,0.160476,0.068434,0.041127,0.409758,0.004710,0.165839,2.186832,0.918084,0.715029,0.476913,0.305436,0.306524,0.311329,0.237905,0.302443,0.325991,0.313909,0.256978,0.270379,0.013996,0.005483,0.033066,0.016772,0.032160,0.034005,0.022811,0.001862,0.005057,0.017640,0.025426,0.003881,0.010803,happiness
0.204224,0.012056,3.050900,0.297093,0.259459,1.009217,0.009625,0.310188,-28.086021,2.159950,0.393159,0.179681,-0.333460,0.045865,-0.208535,-0.037296,-0.067469,-0.009626,-0.141449,-0.055329,-0.051353,0.034389,0.006992,0.038267,0.012677,0.019948,0.015035,0.025655,0.001897,0.007338,0.013392,0.022375,0.005069,0.023165,0.177282,0.017356,0.179159,0.133281,0.030359,0.815573,0.004655,0.277422,2.910582,1.123572,0.542803,0.380143,0.479050,0.290637,0.234614,0.318342,0.394219,0.323428,0.212552,0.255167,0.186651,0.036127,0.010355,0.040309,0.021680,0.021700,0.030451,0.024464,0.003943,0.016521,0.011268,0.024900,0.006021,0.013533,happiness
0.165582,0.008061,3.040705,0.254432,0.241729,0.833883,0.010435,0.250194,-28.006126,2.409031,0.327702,0.281228,-0.131977,0.051721,-0.178859,-0.071921,-0.150531,-0.160299,-0.099230,0.007563,-0.024561,0.033450,0.003075,0.037787,0.012259,0.025044,0.018784,0.029845,0.003267,0.007330,0.013214,0.023277,0.005214,0.021752,0.207120,0.011095,0.162085,0.163839,0.040460,0.697728,0.006629,0.326280,1.862135,0.909570,0.522961,0.319048,0.297839,0.377671,0.291872,0.262169,0.287884,0.223802,0.289758,0.233867,0.185643,0.032383,0.003576,0.029059,0.011838,0.020591,0.024315,0.023127,0.009348,0.009938,0.015366,0.025675,0.005810,0.010469,happiness
0.072669,0.007571,3.004912,0.178296,0.228861,0.467997,0.011179,0.096656,-29.124262,2.796659,0.540112,0.280240,-0.064758,0.171453,-0.165633,0.006994,-0.240992,-0.123810,-0.150899,-0.130242,-0.073556,0.035181,0.003268,0.061215,0.022259,0.035034,0.022764,0.029641,0.001346,0.005591,0.018675,0.018786,0.004236,0.026293,0.030461,0.011563,0.160534,0.030510,0.015741,0.296603,0.004538,0.063955,1.472857,0.479892,0.339040,0.394887,0.241234,0.268232,0.170503,0.191429,0.176657,0.188187,0.194479,0.180990,0.202225,0.029156,0.005185,0.037627,0.019224,0.024008,0.026789,0.017543,0.002007,0.006858,0.017286,0.012206,0.004548,0.007388,happiness
0.080186,0.010551,3.078579,0.182013,0.221132,0.541937,0.012241,0.121676,-27.382027,2.627560,0.432849,0.190492,-0.161283,0.214637,-0.163409,0.041091,-0.143119,0.000314,-0.199601,-0.116383,-0.139720,0.036845,0.006528,0.054576,0.017910,0.033714,0.018702,0.022253,0.001829,0.004661,0.014681,0.023954,0.008065,0.026815,0.040148,0.014775,0.135600,0.038717,0.029884,0.354653,0.005819,0.084765,1.685655,0.647112,0.623107,0.312740,0.295198,0.345112,0.220332,0.221107,0.296774,0.212314,0.251472,0.260145,0.250219,0.041955,0.010460,0.041581,0.017527,0.027437,0.021984,0.017398,0.002979,0.005381,0.011839,0.020547,0.010246,0.011171,happiness
0.083026,0.010609,2.971993,0.185964,0.226299,0.603034,0.009093,0.124531,-27.346903,2.571241,0.499379,0.359749,-0.111823,0.232256,-0.221906,-0.006400,-0.261193,-0.058981,-0.249597,-0.079406,-0.179183,0.046171,0.004856,0.054729,0.019665,0.036955,0.014901,0.027700,0.003245,0.006484,0.011765,0.018208,0.004746,0.025555,0.039470,0.014075,0.192095,0.042654,0.022326,0.410984,0.003704,0.109015,1.726514,0.679470,0.412235,0.443412,0.301492,0.264620,0.225696,0.211408,0.240238,0.162096,0.225990,0.227286,0.201226,0.027282,0.006375,0.028304,0.014615,0.018345,0.021275,0.017827,0.005597,0.008912,0.008471,0.012748,0.006665,0.007618,happiness
0.108870,0.007540,3.063796,0.209435,0.234763,0.629893,0.009896,0.176143,-28.084856,2.786496,0.532123,0.173918,-0.142375,0.100339,-0.200568,-0.052284,-0.362142,-0.173884,-0.234673,-0.101522,-0.117450,0.027199,0.003035,0.077674,0.029565,0.026383,0.023349,0.019531,0.001564,0.005667,0.011379,0.017743,0.004969,0.028854,0.086878,0.007044,0.172740,0.076697,0.032437,0.432088,0.004527,0.168096,1.407863,0.455833,0.451560,0.287432,0.287286,0.245656,0.229943,0.178493,0.226293,0.275935,0.230650,0.207026,0.225718,0.020577,0.004392,0.042847,0.022733,0.021562,0.028492,0.019637,0.002499,0.007709,0.009235,0.016144,0.004985,0.011048,happiness
0.084114,0.009274,3.035226,0.188250,0.218861,0.667324,0.012652,0.127802,-27.839554,2.390016,0.192863,0.203330,-0.104046,0.243722,-0.141200,-0.002510,-0.308507,0.021759,-0.221342,-0.164419,-0.190563,0.036910,0.004552,0.056316,0.027792,0.024890,0.015815,0.022837,0.006591,0.005902,0.010003,0.018214,0.004067,0.027839,0.045872,0.011932,0.208679,0.041441,0.024130,0.527489,0.006248,0.105779,2.215784,0.886798,0.566864,0.480407,0.314781,0.384955,0.324200,0.292098,0.242010,0.261360,0.238145,0.248255,0.225920,0.043295,0.008565,0.039689,0.029147,0.019026,0.019773,0.018301,0.011834,0.008229,0.009301,0.018426,0.005648,0.011323,happiness
0.093116,0.006412,2.999786,0.192781,0.227474,0.604015,0.011778,0.139500,-28.771301,2.498360,0.234418,0.228294,-0.149867,0.261057,-0.178822,-0.107784,-0.231548,-0.126017,-0.121442,-0.020259,-0.051172,0.032671,0.003816,0.048746,0.021044,0.028421,0.024133,0.030149,0.002560,0.007177,0.012362,0.019213,0.003964,0.024192,0.064435,0.009521,0.234387,0.055146,0.032023,0.460886,0.006148,0.131726,2.173603,0.802190,0.572147,0.412021,0.316463,0.252939,0.267811,0.265885,0.237053,0.276630,0.263412,0.268740,0.220183,0.027793,0.005427,0.038407,0.019455,0.021025,0.028637,0.023701,0.004238,0.008380,0.011278,0.017504,0.005174,0.009718,happiness
0.087875,0.008794,3.065702,0.195923,0.228581,0.592217,0.012545,0.135719,-28.415310,2.679051,0.230849,0.072265,-0.066612,0.082241,-0.111643,0.016892,-0.194885,-0.118310,-0.274187,-0.135328,-0.149280,0.034712,0.004348,0.056853,0.023185,0.032147,0.018311,0.019263,0.001893,0.003272,0.011732,0.022887,0.007056,0.027304,0.061431,0.012314,0.163127,0.062902,0.024559,0.449572,0.005994,0.136979,1.989994,0.701039,0.652423,0.618375,0.271004,0.249913,0.235631,0.189839,0.208317,0.235220,0.308754,0.240373,0.273698,0.042004,0.005226,0.041339,0.023723,0.026061,0.023028,0.016265,0.003258,0.003285,0.010133,0.023782,0.012917,0.010770,happiness
0.099718,0.009432,3.030245,0.203458,0.232928,0.636411,0.011731,0.161906,-28.685409,2.626629,0.194495,0.109398,-0.167569,0.126325,-0.032085,0.016810,-0.240411,-0.072684,-0.193737,-0.233639,-0.175875,0.024599,0.007656,0.057218,0.023261,0.025034,0.013498,0.036001,0.008396,0.007866,0.010786,0.013851,0.002677,0.026119,0.072683,0.014355,0.184403,0.074127,0.031688,0.488458,0.003836,0.168805,1.977307,0.723789,0.676499,0.512899,0.312703,0.358437,0.270639,0.248673,0.210367,0.225351,0.234862,0.246678,0.261653,0.020488,0.010014,0.038415,0.021595,0.019648,0.015451,0.022272,0.021873,0.007771,0.009082,0.012352,0.002661,0.007477,happiness
0.089174,0.005642,3.022261,0.190635,0.225866,0.655676,0.009266,0.161625,-27.747162,2.711312,0.831217,0.314041,-0.257119,0.245801,-0.129865,0.044049,-0.146761,-0.080125,-0.157197,-0.067651,-0.126207,0.031447,0.004915,0.077974,0.020013,0.026086,0.010548,0.025858,0.003902,0.007204,0.017552,0.022383,0.004016,0.026394,0.067658,0.011205,0.161365,0.072122,0.029903,0.652676,0.004593,0.187194,2.729869,0.857109,0.496781,0.503963,0.430622,0.358142,0.201071,0.228992,0.206526,0.177819,0.176305,0.204842,0.139284,0.031251,0.007016,0.049774,0.015629,0.016833,0.010301,0.021805,0.009971,0.007194,0.016834,0.015517,0.003500,0.010942,sadness
0.078595,0.014924,3.036628,0.174014,0.213225,0.593492,0.009478,0.134521,-26.383579,2.778664,0.582799,0.143818,-0.193477,0.036010,-0.135573,0.160102,-0.293306,0.039980,-0.137312,-0.041787,-0.058707,0.030705,0.003507,0.053239,0.023210,0.021848,0.019301,0.033353,0.001944,0.007574,0.018549,0.026539,0.005500,0.022367,0.046361,0.013824,0.182867,0.047199,0.022862,0.485880,0.004570,0.118847,2.340808,0.654959,0.680791,0.392448,0.430373,0.240121,0.326476,0.299249,0.263527,0.265021,0.164530,0.179457,0.183548,0.022879,0.002605,0.037556,0.019318,0.014251,0.017367,0.026687,0.002712,0.010063,0.014355,0.015740,0.006312,0.007865,sadness
0.078080,0.011739,3.100232,0.185105,0.230369,0.595958,0.008506,0.126202,-25.771500,2.748899,0.606775,0.423192,-0.168397,0.118894,-0.049448,0.001835,-0.181548,-0.044618,-0.279134,-0.047677,-0.102061,0.020334,0.005123,0.075395,0.020476,0.029657,0.014635,0.027150,0.002131,0.005473,0.020218,0.030245,0.003113,0.024859,0.041550,0.010984,0.134369,0.043872,0.022634,0.401766,0.003702,0.104785,1.686353,0.524765,0.404655,0.223167,0.263348,0.246532,0.235347,0.220829,0.186992,0.182629,0.215630,0.200342,0.152271,0.013678,0.005594,0.046231,0.016417,0.019240,0.010076,0.017792,0.003197,0.004980,0.013464,0.016794,0.002662,0.010114,sadness
0.105916,0.013339,3.012949,0.202950,0.229368,0.645674,0.009388,0.175606,-26.001788,2.782170,0.661316,0.445099,-0.260980,0.171386,-0.116635,-0.016968,-0.185437,-0.009960,-0.128651,-0.073736,-0.083792,0.025177,0.002787,0.073742,0.022719,0.029997,0.014299,0.024813,0.001556,0.005515,0.018406,0.023671,0.003514,0.025022,0.075679,0.011651,0.121177,0.073068,0.030802,0.497454,0.004430,0.160088,1.392519,0.609942,0.517634,0.429784,0.362603,0.287870,0.273178,0.300831,0.197338,0.204860,0.178812,0.185439,0.162129,0.027447,0.003784,0.040694,0.017093,0.020709,0.012851,0.017239,0.002087,0.005457,0.015041,0.015533,0.005239,0.009929,sadness
0.065926,0.006605,3.060171,0.161210,0.215049,0.441151,0.009446,0.087719,-27.533463,2.966484,0.352896,0.331770,-0.039557,0.067120,-0.045821,0.019414,-0.308971,-0.049513,-0.163124,-0.083094,-0.122995,0.025051,0.003868,0.089769,0.020962,0.021398,0.012821,0.021542,0.007160,0.009916,0.018750,0.024603,0.004160,0.029186,0.031547,0.009139,0.136240,0.032960,0.020266,0.399641,0.004076,0.073274,1.823563,0.663904,0.588101,0.319719,0.337313,0.281275,0.251897,0.226981,0.244343,0.252025,0.182838,0.169328,0.143147,0.025253,0.005617,0.048791,0.014836,0.012924,0.012992,0.014598,0.013086,0.009627,0.019229,0.018580,0.006771,0.010391,sadness
